datetime_et,open,high,low,close,volume,vwap,transactions,ret_log,rv_5m
2024-03-11 11:41:00-04:00,509.49,509.79,509.4789,509.79,74392,509.6965,1039,0.0005493966585756738,0.00039975987099935176
2024-03-11 11:42:00-04:00,509.8,509.96,509.78,509.9,113762,509.8847,1286,0.00021575184698630068,0.00040084689559229515
2024-03-11 11:43:00-04:00,509.91,509.92,509.71,509.9,90527,509.8167,973,0.0,0.00039530148210052625
2024-03-11 11:44:00-04:00,509.89,510.03,509.87,510.01,74139,509.9652,881,0.00021570530816727995,0.0002848132866096811
2024-03-11 11:45:00-04:00,510.02,510.13,509.985,510.095,85601,510.0699,1121,0.0001666495119554412,0.0001995830724580343
2024-03-11 11:46:00-04:00,510.09,510.38,510.08,510.34,134282,510.2457,1588,0.00048018738029842467,0.0001723992524255291
2024-03-11 11:47:00-04:00,510.34,510.37,510.2501,510.3697,121523,510.3141,1449,5.819480310353953e-05,0.00018622303105465232
2024-03-11 11:48:00-04:00,510.36,510.465,510.33,510.42,94457,510.4056,1107,9.855115121304436e-05,0.00016597443782126394
2024-03-11 11:49:00-04:00,510.43,510.46,510.295,510.39,103963,510.367,1148,-5.877685369171104e-05,0.000202458927730297
2024-03-11 11:50:00-04:00,510.41,510.5805,510.38,510.53,109603,510.5021,1313,0.00027426243168360287,0.00021037459694581314
2024-03-11 11:51:00-04:00,510.525,510.67,510.52,510.55,195602,510.6068,2222,3.9174207707048936e-05,0.00012191928317795573
2024-03-11 11:52:00-04:00,510.56,510.62,510.44,510.49,72876,510.5505,932,-0.00011752722727642606,0.00015217164229214966
2024-03-11 11:53:00-04:00,510.53,510.56,510.28,510.395,142122,510.4142,1612,-0.0001861130299181113,0.00017901124982202428
2024-03-11 11:54:00-04:00,510.3946,510.48,510.335,510.42,66615,510.4221,976,4.898047149559659e-05,0.00017812450134738184
2024-03-11 11:55:00-04:00,510.43,510.56,510.33,510.53,82732,510.4694,911,0.00021548557799189183,0.00015717700890754494
2024-03-11 11:56:00-04:00,510.53,510.56,510.45,510.47,62269,510.5089,744,-0.00011753183167240167,0.00016293112415042576
2024-03-11 11:57:00-04:00,510.4614,510.56,510.42,510.43,51518,510.4888,724,-7.836222944579418e-05,0.00015863666977250165
2024-03-11 11:58:00-04:00,510.43,510.6673,510.42,510.64,85732,510.565,970,0.0004113332150801341,0.00021904377664008632
2024-03-11 11:59:00-04:00,510.63,510.895,510.625,510.8399,189657,510.7981,2095,0.00039139292423051586,0.00025175909825359607
2024-03-11 12:00:00-04:00,510.83,510.8699,510.53,510.71,124421,510.716,1380,-0.0002543194428392681,0.0003090967295262136
2024-03-11 12:01:00-04:00,510.7,510.736,510.57,510.57,94843,510.6361,984,-0.00027416575449823455,0.00033937281119403794
2024-03-11 12:02:00-04:00,510.59,510.72,510.49,510.665,77227,510.6228,818,0.0001860492448342299,0.00033707179695158755
2024-03-11 12:03:00-04:00,510.67,510.67,510.37,510.4,97477,510.5051,1065,-0.0005190658889491218,0.00037177846254422803
2024-03-11 12:04:00-04:00,510.41,510.45,510.1,510.29,248541,510.2591,2503,-0.00021554046855687403,0.0002541370814124178
2024-03-11 12:05:00-04:00,510.29,510.33,510.08,510.2899,93950,510.2268,1149,-1.9596701861246402e-07,0.0002693646366776062
2024-03-11 12:06:00-04:00,510.29,510.55,510.28,510.39,84393,510.4025,1068,0.00019614376715182402,0.0003017064643396975
2024-03-11 12:07:00-04:00,510.39,510.445,510.265,510.41,68225,510.3496,780,3.91849529828292e-05,0.0002765864199014694
2024-03-11 12:08:00-04:00,510.39,510.43,510.26,510.39,55381,510.3514,658,-3.91849529828292e-05,0.00014826012269878827
2024-03-11 12:09:00-04:00,510.39,510.48,510.36,510.4,44319,510.4114,616,1.9592668423662474e-05,9.032672751590519e-05
2024-03-11 12:10:00-04:00,510.365,510.4,510.2499,510.29,53256,510.3361,765,-0.00021554046855687403,0.00014864795410137979
2024-03-11 12:11:00-04:00,510.29,510.316,509.98,510.08,137521,510.1043,1412,-0.0004116154002273831,0.0001907309076553118
2024-03-11 12:12:00-04:00,510.0878,510.3,510.0878,510.255,91851,510.2236,1032,0.00034302459822654896,0.0002815228853433634
2024-03-11 12:13:00-04:00,510.25,510.46,510.25,510.425,174053,510.3377,1912,0.00033311126224067067,0.0003331506228507097
2024-03-11 12:14:00-04:00,510.405,510.5603,510.35,510.405,125111,510.4956,1283,-3.918380142131639e-05,0.0003339274234527692
2024-03-11 12:15:00-04:00,510.405,510.45,510.31,510.43,71309,510.3726,787,4.8979511880098414e-05,0.0003110227951054769
2024-03-11 12:16:00-04:00,510.445,510.545,510.3,510.31,74073,510.4472,817,-0.00023512353890886573,0.000248596486852033
2024-03-11 12:17:00-04:00,510.315,510.59,510.31,510.59,70408,510.483,756,0.0005485356195924496,0.00031020998551521147
2024-03-11 12:18:00-04:00,510.58,510.72,510.57,510.72,84911,510.6515,902,0.00025457500798431454,0.0002992284284144057
2024-03-11 12:19:00-04:00,510.73,510.78,510.68,510.74,93248,510.7277,1083,3.915963425349389e-05,0.0002910390787939134
2024-03-11 12:20:00-04:00,510.74,510.75,510.635,510.69,53556,510.6825,782,-9.790196105452509e-05,0.00030831601670864255
2024-03-11 12:21:00-04:00,510.69,510.69,510.565,510.58,61439,510.6124,804,-0.00021541805874125686,0.00030301208717939816
2024-03-11 12:22:00-04:00,510.59,510.79,510.58,510.79,42500,510.6995,639,0.00041121239699482004,0.0002553198663573216
2024-03-11 12:23:00-04:00,510.8,510.85,510.74,510.84,90519,510.791,857,9.788279521938392e-05,0.00023725567186583328
2024-03-11 12:24:00-04:00,510.85,510.8592,510.72,510.75,55015,510.7671,939,-0.0001761959303303584,0.0002576988298252392
2024-03-11 12:25:00-04:00,510.74,510.77,510.65,510.715,72406,510.7096,860,-6.852902451637277e-05,0.00025511937744011735
2024-03-11 12:26:00-04:00,510.71,510.75,510.64,510.725,79741,510.7123,727,1.958020050274456e-05,0.00022286527551792433
2024-03-11 12:27:00-04:00,510.715,510.76,510.46,510.5,101472,510.5687,1156,-0.0004406472689977292,0.000209386900447288
2024-03-11 12:28:00-04:00,510.485,510.6,510.42,510.56,75631,510.5016,897,0.00011752492521388547,0.00021446874997401003
2024-03-11 12:29:00-04:00,510.5589,510.58,510.425,510.55,58284,510.5051,650,-1.9586528386739133e-05,0.00021375582861805158
2024-03-11 12:30:00-04:00,510.55,510.69,510.55,510.66,82143,510.6229,1021,0.0002154307153778845,0.0002514158722306922
2024-03-11 12:31:00-04:00,510.6687,510.76,510.61,510.755,59993,510.6977,788,0.0001860164580973489,0.000268648578080738
2024-03-11 12:32:00-04:00,510.75,510.83,510.73,510.73,159698,510.7291,814,-4.894834482094268e-05,0.00011940001841803712
2024-03-11 12:33:00-04:00,510.73,510.76,510.57,510.6,42723,510.6684,637,-0.0002545700228182568,0.00019194431640241614
2024-03-11 12:34:00-04:00,510.62,510.83,510.61,510.8299,90231,510.725,1008,0.00045015326824149327,0.000269617101513044
2024-03-11 12:35:00-04:00,510.81,510.93,510.75,510.78,110417,510.8387,1056,-9.76889516035584e-05,0.00027520155762899635
2024-03-11 12:36:00-04:00,510.765,510.88,510.765,510.835,73070,510.8332,714,0.0001076726556537011,0.00026742777364326
2024-03-11 12:37:00-04:00,510.8299,510.88,510.79,510.81,41978,510.8292,600,-4.89406790125102e-05,0.000267427198415577
2024-03-11 12:38:00-04:00,510.8,510.8099,510.68,510.7299,99852,510.7388,984,-0.00015682206865186288,0.00024383477961364093
2024-03-11 12:39:00-04:00,510.715,510.715,510.51,510.6299,148734,510.5976,1287,-0.00019581738055407527,0.00011810988311965751
2024-03-11 12:40:00-04:00,510.6289,510.85,510.59,510.83,104903,510.7363,980,0.0003917921840290717,0.00023901413697709082
2024-03-11 12:41:00-04:00,510.85,511.13,510.83,511.11,117980,510.9954,1348,0.0005479773900756157,0.00033955248393039355
2024-03-11 12:42:00-04:00,511.12,511.12,510.93,511.05,93779,511.0334,1030,-0.00011739845047564756,0.0003487014375603001
2024-03-11 12:43:00-04:00,511.06,511.11,510.98,510.98,77316,511.0401,713,-0.000136982280578124,0.0003452300971872313
2024-03-11 12:44:00-04:00,510.99,511.0199,510.85,510.86,105731,510.9103,1106,-0.000234870430892542,0.00035387060779179167
2024-03-11 12:45:00-04:00,510.87,511.01,510.81,510.87,87696,510.9267,1032,1.9574643008724024e-05,0.00031110562598292993
2024-03-11 12:46:00-04:00,510.86,510.96,510.7903,510.81,109322,510.8725,1377,-0.00011745360596115972,9.075354010118427e-05
2024-03-11 12:47:00-04:00,510.825,510.87,510.7101,510.85,78793,510.7873,791,7.830393677021874e-05,0.00012609039659618589
2024-03-11 12:48:00-04:00,510.86,511.01,510.855,510.945,38932,510.9522,631,0.00018594727958909374,0.00016516062843969037
2024-03-11 12:49:00-04:00,510.9499,510.97,510.83,510.83,51415,510.9004,637,-0.00022509848153617895,0.00016191509033929754
2024-03-11 12:50:00-04:00,510.81,510.92,510.72,510.74,102559,510.8033,1032,-0.00017619937984214573,0.00017554537814368264
2024-03-11 12:51:00-04:00,510.74,510.84,510.69,510.83,156009,510.7747,1118,0.00017619937984214573,0.00019568027447527736
2024-03-11 12:52:00-04:00,510.84,511.06,510.8,511.01,118163,510.9339,1038,0.0003523056483638598,0.00025092044979283353
2024-03-11 12:53:00-04:00,511.01,511.1,510.981,511.04,57760,511.0365,659,5.870554279852058e-05,0.00024156503927909558
2024-03-11 12:54:00-04:00,511.0399,511.14,511.0,511.0903,108299,511.1114,1024,9.842189403919122e-05,0.00019198991451670398
2024-03-11 12:55:00-04:00,511.09,511.14,511.05,511.115,52989,511.0946,684,4.8326886986416184e-05,0.0001253943013325027
2024-03-11 12:56:00-04:00,511.115,511.15,511.08,511.125,253251,511.1305,1852,1.9564877132616232e-05,0.00013537905667514698
2024-03-11 12:57:00-04:00,511.12,511.16,511.02,511.025,137709,511.1076,1414,-0.0001956659987651932,0.00011615113363797133
2024-03-11 12:58:00-04:00,511.02,511.15,510.99,511.035,402991,511.4806,1455,1.9568322799479176e-05,0.00011297577016593794
2024-03-11 12:59:00-04:00,511.0499,511.1001,510.94,511.0,82255,511.0204,809,-6.849080513582351e-05,9.979105568968997e-05
2024-03-11 13:00:00-04:00,511.0,511.08,510.87,510.8854,89812,510.9881,918,-0.00022429129622647537,0.00011583575310624641
